阿，公募基金的票你也敢抄底，人家是不是自己的钱没有成本的，看看基金重仓股有大,03-14
$三一重工(SH600031)$哎呀，亏麻了,03-14
$三一重工(SH600031)$还不跑？,03-14
3月14日，中国节能与三一集团在京签署战略合作协议。集团公司党委书记、董事长宋鑫,03-14
聚焦三一：三一底部价为18元，碰撞价为16.35元，符合小子预期，投资三一必发大,03-14
$三一重工(SH600031)$三一重工的双胞胎弟弟卡特彼勒连涨13天，哈哈,03-14
真是跌无止境啊，年初割肉还是庆幸！,03-14
$三一重工(SH600031)$三一重工跌到12元就可以买了。,03-14
$三一重工(SH600031)$卡特彼勒不解释,03-14
不会跌倒十二块吧,03-14
转发,03-14
为什么叫三一重工？创建一流企业，造就一流人才，做出一流贡献。[撇嘴],03-14
目测5快。然后横八年,03-14
跌到20卖房干,03-14
这周必上20我说的[摊手],03-14
转发,03-14
$三一重工(SH600031)$想要赚钱就做空它,03-14
不要碰韭菜翻倍的股票,03-14
31启动时，就是大牛来临之际。,03-14
A股是一个分工明确的市场，庄家负责拉升，散户负责高位接盘跟踩踏卖出,03-14
$三一重工(SH600031)$你们都在三一亏了多少钱，截个图吧…,03-14
套傻了多少人啊,03-14
$三一重工(SH600031)$100多万的散户能有什么行情？,03-14
还有多少不服气的出来溜溜,03-14
$三一重工(SH600031)$12元，腰斩二次才能买,03-14
还在高位估计10元企稳,03-14
股市心得,03-14
$三一重工(SH600031)$总手83万变183万让股民做生意多好啊,03-14
三一，我在10.1接着,03-14
什么三一重工，这不是三一童工嘛,03-14
这货到4.96元止跌！,03-14
很快就成一一重工，然后就变零一重工。,03-14
未来的核心资产，请在价值股里选,03-14
$三一重工(SH600031)$三一三一，底部就在三块一！现在离底部还着早呢。,03-14
三一重工什么时候止跌呢，我觉得有三点，那三点呢，下午三点,03-14
$三一重工(SH600031)$请珍惜17块的三一重工。,03-14
$三一重工(SH600031)$看k线，怎么涨的怎么给我跌回去，8块多拉到50。,03-14
$三一重工(SH600031)$原来看到17元，还不行，13.5左右再看。,03-14
7元100股，5元加倍,03-14
$三一重工(SH600031)$6.51见底,03-14
$三一重工(SH600031)$为什么上涨没有我下跌总是我呢？,03-14
两百亿到位明天拉一波[惊讶][惊讶][惊讶],03-14
$三一重工(SH600031)$30.8买的23.8跑了，整整亏损14w，现在回,03-14
0.11元见,03-14
珍惜30元的三一重工，请珍惜20元的三一重工……”在市场投资者的调侃下，三一重工,03-14
$三一重工(SH600031)$这是要跌成一一重工了么？腰斩在腰斩在腰斩,03-14
$三一重工(SH600031)$10元奔去,03-14
600031:三一重工股份有限公司2022年第一次临时股东大会决议公告,03-14
$三一重工(SH600031)$已经成了三一灾区了。以前的四千亿市值是怎么来的,03-14
$三一重工(SH600031)$一年时间跌去6成5的股价，但要涨回原价就要涨1.,03-14
报团股远离。,03-14
一七重工,03-14
嘛，中石油48跌了十年到8，你不会一年到8？,03-14
大家都想什么呢，三一重工乃国之重器，稳增长和一带一路有着巨大的基建需求，国内即使,03-14
$三一重工(SH600031)$#从三一重工说起——为什么业绩好的股票不涨？#固,03-14
10元见[赞][赞][赞][大笑][大笑][大笑],03-14
换手率这么低还跌25个点,03-14
回到个位数就老实了，各种文章让人抄底,03-14
$三一重工(SH600031)$这种下跌没有那个大资金会拉，谁拉谁死，大概率下跌,03-14
目前全世界很多国家都在加息，整个大环境都在跌，股市整体趋势已经向下，加上香港恒生,03-14
快要变一三重工了,03-14
强周期股的市净率跌到1以下才安全,03-14
$三一重工(SH600031)$怎么涨上去的，怎么跌回来,03-14
确实挺惨，三一股价跌到最高价时的三分之一了，怪不得叫三一[捂脸],03-14
横盘反弹，弱弱弱！,03-14
[献花],03-14
你想抄底，它想抄你家,03-14
$三一重工(SH600031)$同志们，这股还雯跃到八元三角二分，才回头上去。所,03-14
最多7元的价值,03-14
合理估值一千亿，多了都是泡沫,03-14
$三一重工(SH600031)$老哥们，近半年哪支股票跌幅较大？,03-14
六块钱左右的票,03-14
$三一重工(SH600031)$从哪里来回哪里去，这不是正常走势么，大部分都是这,03-14
能学学中联小弟回购吗，梁万亿,03-14
$三一重工(SH600031)$按照28定律，他要跌到10元钱，那就可以梭哈一把,03-14
按理说如果真的走熊了10块钱是底价,03-14
大部分筹码成本不超10块钱,03-14
请让三一退市谢谢,03-14
也不看它多少涨上来的，套了也是活该,03-14
跌到十块。我来两万股试试[坏笑],03-14
请珍惜2位数的三一重工，马上2位数,03-14
十元以内估计很快吧,03-14
$三一重工(SH600031)$回到15.37反弹,03-14
以前老时调侃三一重工稳定涨难以破三一，跌难以破三一，坚持好久，现在好了破二一，会,03-14
3元的票，炒的太高了,03-14
这周必到二十,03-14
$三一重工(SH600031)$明天低开高走，后天跳空高开,03-14
$三一重工(SH600031)$4.55起来的，11倍的涨幅了，肯定是要跌的啊，,03-14
“三一”的真理：股无好坏，有庄则灵。,03-14
$三一重工(SH600031)$谁也顶不住啊亏了剩下一堆债务,03-14
下次见面就破10了,03-14
赶快出来了！,03-14
$三一重工(SH600031)$谁也顶不住啊亏了剩下一堆债务,03-14
[呲牙]太对了哥阿,03-14
还早呢。,03-14
$三一重工(SH600031)$当初以为你是宝，现在来看，呵呵……,03-14
阶段性屠杀，尾声,03-14
$三一重工(SH600031)$大写的A字k线,03-14
$三一重工(SH600031)$#从三一重工说起——为什么业绩好的股票不涨？#恒,03-14
真到了一一重工,03-14
一轮反弹又结束了，后面会继续下跌，一直到10元左右有支撑，然后弱反弹。根据大盘走,03-14
万亿市值，这玩笑开大了！,03-14
13重工快了,03-14
他来了他来了他向11走来了,03-14
主要散户太多套牢盘太多，一拉就有很多抛压,03-14
$三一重工(SH600031)$三一三一，三个一,03-14
去年还是茅，今年就成这样了,03-14
$三一重工(SH600031)$有没有股友是三一重工公司职员或者比较了解三一重工,03-14
我有个疑问，三一跌成这样，150万散户待解套；主力流入2.7亿上涨3.71%,03-14
$三一重工(SH600031)$请珍惜现在的筹码,03-14
$三一重工(SH600031)$我在这里公布下我的仓位，我现在还有75%的仓位，,03-14
跌到20三层仓，跌到15满仓梭哈，主力快砸吧，我等小散等着抄底。,03-14
大家伙全都跑了，就剩一群散户不好整啊！这么多散户，没人给抬轿,03-14
$三一重工(SH600031)$几百家机构几乎已经清仓了,03-14
快点破前低，我好补仓,03-14
机构大资金跑了,03-14
大宗交易：三一重工成交998.8万元，成交价18.16元（03-07）,03-14
$三一重工(SH600031)$距离底部13-14不太远了,03-14
装死成功，走了，后面的钱让给别人，谢谢主力,03-14
$三一重工(SH600031)$大家不要急马上就涨了。因为我来了[得意],03-14
$三一重工(SH600031)$为什么这个点了还没有大宗的消息,03-14
$三一重工(SH600031)$卖出这个散户集中营三一重工，买入小清新芯片设备龙,03-14
最低目标价12.345元，成个顺子价。,03-14
$三一重工(SH600031)$一轮反弹又结束，明天开始迎接下一低点13重工,03-14
我就不相信能跌倒3.1元,03-14
一1重工,03-14
近期你公司跌跌不休，是否存在重大事项应告知事项而未如实公告，是否严谨勤勉尽责履行,03-14
大家发现没有，股吧上都是很多不炒股的人，在指挥炒股的人，就像打麻将的时候，后面有,03-14
等到3毛一的时候就是最佳进场时机。一般人我不告诉他,03-14
疫情封控在家望着窗外盛开的迎春桃花玉兰……不禁泪流满面，为什么会买三一重工？为什,03-14
目标价13，继续。。。。。,03-14
$三一重工(SH600031)$11重工还要继续砸,03-14
$三一重工(SH600031)$2021/12/31相比2020/12/31，基,03-14
$三一重工(SH600031)$有些人就喜欢瞎分析，31确实是21年整体净利润全,03-14
$三一重工(SH600031)$真的不敢抄底，真的会跌破16吗？感觉不大可能,03-14
$三一重工(SH600031)$真的不敢抄底，真的会跌破16吗？感觉不大可能,03-14
成本47,03-14
三一啊三一！你真不要笔脸啊[怒],03-14
20出头的本，跌到15块我allin，跌到10块我卖房进。耗个5年我不怕。我不求,03-14
47块的老乡，还在不在？[哭][哭][哭][哭]我不玩了，割肉好好上班去了,03-14
三十一斤的重工大重了，建议减肥吧，不然，狗庄不会拉的。[大哭][大哭][大哭],03-14
$三一重工(SH600031)$好家伙，今天的分时走势图像不像主力给散户比了个中,03-14
每次进来看到即时排名都在100以内就知道暴跌还没来，继续等待,03-14
$三一重工(SH600031)$本不富裕的我雪上加霜！哭晕了,03-14
使劲挖，挖到三块一,03-14
中国股市从6100多点下来一直在大熊市循环中运行，中国长达14年的大熊市还在持续,03-14
$三一重工(SH600031)$不怕不怕，钱财乃身外之物，,03-14
$三一重工(SH600031)$一段时间没关注，居然成了“一一轻工”了？,03-14
$三一重工(SH600031)$没创新低，好票，拿到就是赚到，,03-14
转发,03-14
一七重工，希望能到零九重工,03-14
还得跌，十五块买点,03-14
$三一重工(SH600031)$什么玩意？,03-14
这一波很凶险了，最好还是继续持币观望，等多杀多结束吧，最后的踩踏是下跌幅度最大的,03-14
$三一重工(SH600031)$30多块的时候叫你们不要抄底，现在完了吧？,03-14
$三一重工(SH600031)$距离一三重工不远了,03-14
$三一重工(SH600031)$月线看还早,03-14
$三一重工(SH600031)$永远满仓永远热泪盈眶,03-14
$三一重工(SH600031)$10元接住,03-14
$三一重工(SH600031)$九元稳住，准备9万等你解套,03-14
我亏了40%了,03-14
$三一重工(SH600031)$今天表现还可以，不是罪糟糕的表现，大盘跌成这狗样,03-14
惨！,03-14
$三一重工(SH600031)$三一重工和恒瑞医药感觉像一个操盘团队在操作，走势,03-14
有没有人记得，这是第几个行业全绿盘吗？,03-14
$三一重工(SH600031)$别管多少，一日游，,03-14
我就想问下2022年底能不能解套。。。。瞎了眼进的三一，买在了周期股的巅峰。。我,03-14
真的奔一一重工去了。,03-14
一带一路得有强大的军事支撑才行,03-14
跌的有点慢了，还没到11呢’,03-14
等你到10块[滴汗],03-14
$三一重工(SH600031)$今年是虎年，是虎年，不能，不能炒股票，老虎的屁股,03-14
冲过了18元一下，还以为三一终于要发威了，给黑暗中的可怜人带来一丝光明，结果你照,03-14
$三一重工(SH600031)$唱多狗不吱声了,03-14
成本23.5,03-14
涨起来我要减仓，可惜系统崩溃了，我用的招商证券。麻德,03-14
跌，继续跌，我等着抄底呢,03-14
管住自己的手！别抄底！别补仓！,03-14
$三一重工(SH600031)$看情形，还会跌。,03-14
15不是梦,03-14
三一这个,03-14
$三一重工(SH600031)$亏2w清仓了，如释重负,03-14
三一股票只能看，不能买，越买越跌呀,03-14
这股没有董秘吗,03-14
低吸[为什么][加油][鼓掌][鼓掌],03-14
大姨妈，继续努力，明天直接破18，收盘16.98。。。,03-14
一买就跌？给我个合理的解释,03-14
最上追高了！唉！,03-14
股东大会开完也不见公告。,03-14
韭菜们18点的时候加仓继续,03-14
$三一重工(SH600031)$散户太多了，扛不住了,03-14
失算啊，大盘不给力，再观察一天，明天尾盘如果不拉上去我就清了，还好昨天只是轻仓介,03-14
现在可以抄底了吗？兄弟们,03-14
割不割肉,03-14
不知道你们顶不顶得住，反正我顶不住了,03-14
$三一重工(SH600031)$明天又要16了A50大跌4个点了,03-14
你这哪是重工，简直就是中风！没救了。,03-14
$三一重工(SH600031)$只要心情好的时候看,03-14
$三一重工(SH600031)$还有一千亿市值！可以,03-14
$三一重工(SH600031)$三一重工变一七重工了[滴汗],03-14
公司要破产了吗？,03-14
三一还没倒闭啊，神奇哦,03-14
$三一重工(SH600031)$底是血肉筑成的哪那么容易就成了,03-14
$三一重工(SH600031)$被套的同志们应该庆幸是被三一套住了，要是被垃圾套,03-14
【03月14日】复盘：牛股跟踪进行中！,03-14
亏了1.77了，太可怕了[笑哭],03-14
再等等吧，主力被隔离了[哭],03-14
没法看了，擦,03-14
三一一季报业绩预计将60%，股价可能再跌30%，,03-14
$三一重工(SH600031)$破产吧,03-14
$三一重工(SH600031)$别人恐惧我贪婪，别人贪婪我恐惧，从前年41建仓到,03-14
$三一重工(SH600031)$外资做空也就罢了，而国内的主力，基金，机构就像第,03-14
目标价7.5,03-14
大盘都在跌今天不怪你，明天努努力！,03-14
$三一重工(SH600031)$黄金分割比例0.382~18.99能不能稳住,03-14
明天15在加仓,03-14
慢慢补，等你到11！！！天下没有只跌不涨的股,03-14
$三一重工(SH600031)$大垃圾,03-14
机械板块最好的一只股山河智能，即将纳入负极材料板块和航空板块。有负极材料最先进石,03-14
$三一重工(SH600031)$这股真,03-14
这票害我几回了，不能再相信它了，撤了，寒心啊。,03-14
三一今天够抗跌了,03-14
$三一重工(SH600031)$今天上午手欠，买了1000股，感觉应该能挣个我汽,03-14
大盘都这德行，就别指望它会涨了,03-14
投资策略：注册制即将全面推行，投资三一重工和上海家化是不错的选择，不久就会有大鸡,03-14
$三一重工(SH600031)$看你们都绝望了，我就放心了！开始建仓。。。,03-14
$三一重工(SH600031)$18.02阶段性高点？,03-14
我在23重工买入，20重工割肉，现在一看，17重工,03-14
谁买谁死…真无敌,03-14
$三一重工(SH600031)$进来一一批套一批，不服不行。,03-14
一三（已散）重工：涨一天跌一周之第一天完美收官！！！,03-14
一炮回到解放前,03-14
$三一重工(SH600031)$清仓了爱咋地咋地,03-14
涨要很多条件，跌不需要任何理由,03-14
调整到12.5有一波反弹,03-14
进去三次，每次只亏三元，再进14出,03-14
乌俄和好利好基建,03-14
上海的朋友在吗,03-14
一一重工这是怎么了，要变成零一重工吗[大哭],03-14
$三一重工(SH600031)$还会跌一个星期大盘,03-14
$三一重工(SH600031)$快点跑呀，天天跃，跃到01重工了，你们要后悔的。,03-14
$三一重工(SH600031)$金针要变盘了明天又是大跌[笑哭][笑哭][笑哭],03-14
庄家不在的时候其实也是有办法让股价涨起来的,03-14
黎明前的黑暗，兄弟们一定要坚持住啊！,03-14
$三一重工(SH600031)$可笑了,03-14
三一在十三左右进仓，大家拭目以待,03-14
转发,03-14
如果在18附近反复震荡放量、筹码充分换手，三一重工还有点希望，毕竟现在的位置已经,03-14
还是充分交换筹码吧，这样才有动力上涨,03-14
$三一重工(SH600031)$1万股埋伏好了,03-14
$三一重工(SH600031)$涨点特难，跌特容易,03-14
三一可以慢慢买了，大级别指标已经在低位，分批买入风险可控。,03-14
别再天天看了，18左右至少横着震荡半年[韭菜][韭菜][韭菜][韭菜][韭菜],03-14
抄底抄底,03-14
$三一重工(SH600031)$四一……三一……二一……一一,03-14
无情三一套住我还给我比了个中指,03-14
$三一重工(SH600031)$一三重工吗,03-14
判断一支股票能否涨很简单,03-14
跌麻了还是这点换手率，你们说说。,03-14
继续加仓抄底，坐等主力拉升就对了！[得意],03-14
不是炒股是要命,03-14
$三一重工(SH600031)$厉害了，梁总。,03-14
$三一重工(SH600031)$！,03-14
什么玩意,03-14
$三一重工(SH600031)$一把尖刀爽歪歪。屠龙宝剑一出，天下恶魔跪拜。,03-14
$三一重工(SH600031)$是你被错杀了还是我被错杀了,03-14
$三一重工(SH600031)$今天能红，我给你跪下,03-14
$三一重工(SH600031)$现在进太早了，明后天应该还有一波下跌16.8我觉,03-14
$三一重工(SH600031)$下面托单多还要跌,03-14
$三一重工(SH600031)$钝刀子割肉，跌死那些“伪”价值投资者了！,03-14
$三一重工(SH600031)$红起来啊,03-14
$三一重工(SH600031)$看到托单，我就想笑！,03-14
不到14元左右不要进,03-14
三一大概率还会持续现在走势,03-14
$三一重工(SH600031)$本周突破20，应该没什么问题吧？,03-14
$三一重工(SH600031)$走了留下的发财,03-14
$三一重工(SH600031)$要想亏的少，全凭卖得早,03-14
$三一重工(SH600031)$长期下跌，暴跌之后再上5均线，再不进市场，等到什,03-14
我卖了，下午感觉要跳水了，托单毕被砸，88了各位，,03-14
$三一重工(SH600031)$看看中联重科，三一估计要被赶超了，小散们快来接盘,03-14
不再看好，14块都不值，看到7.5,03-14
中联，徐工都行，又被你拖后腿了,03-14
看见翻红股吧韭菜沸腾，果断出了1半，真准,03-14
14企稳,03-14
特别贡献：上海家化近期股价要暴涨了，还有零花钱的股神们可以进去捞点油水了，过了这,03-14
三一这个走势，就是写了一个人字，人字写完，看看写啥字,03-14
三一200吨超大起重全电控与宁德合作挖机投产下线。,03-14
$三一重工(SH600031)$板块启动要在疫情结束房地产企稳大消费启动之后。,03-14
三一没救了,03-14
服了做了6分的T,03-14
看股东数炒股的都是散户，散户思维就是大众思维，股市本来就百赔一赚，就是从别人口袋,03-14
三姨人气永远这么高[韭菜],03-14
卧槽,03-14
新一轮下跌今天正式开启！,03-14
左手倒右手，让主力自己玩,03-14
拉高出货，完蛋玩意,03-14
$三一重工(SH600031)$量化交易没完没了,03-14
《开盘早策：三一主要矛盾并非暴跌至11元！》我们关注到当前三一股民士气低至极点！,03-14
有多少人被洗出去了,03-14
$三一重工(SH600031)$每天都是来看又损失了多少,03-14
$三一重工(SH600031)$还能买吗,03-14
有抄底资金,03-14
$三一重工(SH600031)$发布月球和火星挖土机了，奥利给！,03-14
$三一重工(SH600031)$每日一吼：买单托底实则请韭菜入瓮；14.4是你的,03-14
$三一重工(SH600031)$好恶心人呢,03-14
一百多万人做挖掘机，竟然都气定神闲。,03-14
三一熊渣，恶庄吐不完,03-14
$三一重工(SH600031)$所有人举报那个什么鬼小子，喜欢叫,03-14
唉无底洞！,03-14
三一重工五连板回本，回本指日可待。,03-14
$三一重工(SH600031)$股吧又疯了一个,03-14
$三一重工(SH600031)$这让你们以为他可以了一下，然后跌更狠，牛逼,03-14
今天这k线是什么行为[惊吓],03-14
不要害羞了，冲吧,03-14
$三一重工(SH600031)$就红了两秒？这么少量吗？纸巾就够用了，大家去抄底,03-14
2022年想要持股过年的需慎重选股！精选好股推送！,03-14
手法和14年的牛车一样犀利。,03-14
一百多万人在车上了。。。,03-14
跳水冠军名副其实,03-14
你不争气,03-14
$三一重工(SH600031)$我想抄他底，他想抄我家，24的成本中间补仓22了,03-14
三峰环境,03-14
//@乐悠有好票II :转发,03-14
$三一重工(SH600031)$三一重工进入十年的下跌，,03-14
$三一重工(SH600031)$慢慢的套死九菜，打到2元玩退市。,03-14
$三一重工(SH600031)$电动化的普及，或许是三一实现弯道超车的机会,03-14
$三一重工(SH600031)$外面全绿，31红，多吸引人眼球，小散一进，立刻下,03-14
一一重工,03-14
$三一重工(SH600031)$下方跳空缺口17.4左右是买点。,03-14
15元再进，坚决抵住诱惑。,03-14
1717等你,03-14
之前还说三一变二一，这回直接一一了[大笑],03-14
做套两毛会亏吗,03-14
$三一重工(SH600031)$$招商证券(SH600999)$十点多撤单了到了,03-14
三一重工，跌了一年，高点四十，如今十七。百万股民，什么惨状，嚎啕叫声，惨不忍睹。,03-14
这货做套手续费要千分之一吗？所有费用,03-14
来吧，一三重工,03-14
诱多？,03-14
$三一重工(SH600031)$走人，垃圾骗子,03-14
撤不了单，气死我了。昨晚就挂了。17.7，今天9点20分都还是17.8，竟然没有,03-14
$三一重工(SH600031)$能不能涨[拜神],03-14
$三一重工(SH600031)$很明显拉高出货贴吧竟然喜气洋洋呵呵了,03-14
不要装了，你在装什么,03-14
$三一重工(SH600031)$大基建涨的这么好！难道不用大型机械吗？拿手刨吗？,03-14
下午拉涨3个点,03-14
乌要重建三一重工用上[鼓掌],03-14
$三一重工(SH600031)$抬了几年的轿子，终于卖完了,03-14
$三一重工(SH600031)$能不能涨[拜神],03-14
$三一重工(SH600031)$我30.31的成本要等几年？,03-14
一一重工。,03-14
这个月内必涨停一次,03-14
预计明天回升2%～3%[兴奋][兴奋],03-14
$三一重工(SH600031)$阶段底部，会有几个月的上涨波段,03-14
今天比大盘跌的少，加油加油加油！,03-14
25块的本来集合了,03-14
直接起飞,03-14
到底涨不涨了啊，不涨卖了啊！,03-14
如果你还有脸，请你捡起来。,03-14
猜猜看：大家猜猜看截至本月最后一个交易日，三一重工和上海家化涨幅分别是多少？三一,03-14
今天主力拉中联不关三一了,03-14
三一重工跟房地产的，100年后跌到2分,03-14
三一重工起飞了，大家快抄底抢筹。,03-14
？刚割完就拉，要不要脸！,03-14
三一在底部护盘，上补缺口，再跌下来洗盘,03-14
特大好消息：从盘面看，三一重工和上海家化的庄家都在进行“愤怒式”的护盘了，庄家要,03-14
$三一重工(SH600031)$下午就跌，，，先出来,03-14
跌不动了，可以卖房买进了,03-14
$三一重工(SH600031)$万年大底,03-14
这……,03-14
$三一重工(SH600031)$又挖了一个大坑！快跳下去,03-14
$三一重工(SH600031)$先撤，下午T回来,03-14
涨停？,03-14
$三一重工(SH600031)$为啥突然就飞了一下呢？？？,03-14
诱多出货而已,03-14
$三一重工(SH600031)$奶奶的预算好今天3-4你不给我,03-14
可以把人折磨坏了，今天偏偏要拉[笑哭][笑哭][笑哭]，做t的这几天可以，每天振,03-14
太无耻 现在才来做高点,03-14
$三一重工(SH600031)$草嘿了了,03-14
"$三一重工(SH600031)$终于逃亡死寂岛,再也不回头了",03-14
垃圾,03-14
$三一重工(SH600031)$来了，上啊,03-14
$三一重工(SH600031)$长期持有，就是不卖,03-14
持此股者，暂可保你命也！[想一下],03-14
早上有机会做高却不做 现在又不跌下去,03-14
放一年，还能不能回到四零重工[怒],03-14
$三一重工(SH600031)$乌克兰战后重建概念哈哈哈哈哈,03-14
28时亏一万多割肉回头来看[滴汗],03-14
一看牛啊跌足一年了,03-14
$三一重工(SH600031)$感觉三一到了这个地步已经不用看了，确实是有点难熬,03-14
$三一重工(SH600031)$下不去啦,03-14
来来来，各位客官，猜底了，猜底啦！！！[大笑],03-14
$三一重工(SH600031)$美联储加息前赶紧跑，对吧,03-14
$三一重工(SH600031)$不知道能不能回本。[大哭],03-14
$三一重工(SH600031)$大胆预测一下，个人认为三一能到12块,03-14
三一上方压力太大，大盘涨它不涨，大盘跌它跟着跌，抛压加自身原因，还有很大的下跌空,03-14
